et%1:06:00:: , correct is target%1:09:00::
correct wsd for target.n.bnc.1447 target%1:10:00::
correct 6 | total 102
incorrect wsd for bank.n.bnc.1418 | found bank%1:17:02:: , correct is bank%1:17:00::
incorrect wsd for bank.n.Finance.15841 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.106 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.1475 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.17024 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.107 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.1588 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.17795 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.111 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.1704 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.17884 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.112 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.1705 | found bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.18951 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.114 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.1805 | found bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.19714 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.118 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.1939 | found savings_bank%1:06:00:: , correct is bank%1:17:00::
incorrect wsd for bank.n.Finance.22628 | found bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.121 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.1974 | found bank%1:17:02:: , correct is bank%1:17:00::
incorrect wsd for bank.n.Finance.23013 | found bank%1:21:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.122 | found bank%2:40:02:: , correct is bank%1:14:00::
linkup key bank.n.bnc.2023 not found in gold standard clean dataset
incorrect wsd for bank.n.Finance.23352 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.126 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.2039 | found bank%1:17:02:: , correct is bank%1:17:01::
incorrect wsd for bank.n.Finance.24208 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.128 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.2061 | found bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.24290 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.130 | found bank%1:17:01:: , correct is bank%1:17:00::
incorrect wsd for bank.n.bnc.2093 | found bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.24390 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.131 | found bank%1:17:01:: , correct is bank%1:17:00::
incorrect wsd for bank.n.bnc.2478 | found bank%2:40:02:: , correct is bank%1:06:00::
incorrect wsd for bank.n.Finance.24786 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.132 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.2707 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.24852 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.134 | found not found , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.2833 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.25467 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.135 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.2911 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.28682 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.137 | found bank%1:17:02:: , correct is bank%1:14:00::
correct wsd for bank.n.bnc.2939 bank%1:17:01::
correct 151 | total 1542
incorrect wsd for bank.n.Finance.29379 | found not found , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.149 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3108 | found savings_bank%1:06:00:: , correct is bank%1:17:01::
incorrect wsd for bank.n.Finance.29812 | found not found , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.152 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3112 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.30396 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.154 | found bank%1:17:02:: , correct is bank%1:14:00::
correct wsd for bank.n.bnc.3135 bank%1:17:01::
correct 152 | total 1551
incorrect wsd for bank.n.Finance.30486 | found bank%1:21:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.157 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3183 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.30511 | found bank%1:21:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.159 | found bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3256 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.33570 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.160 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3261 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.34781 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.163 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3281 | found bank%2:35:00:: , correct is bank%1:17:01::
incorrect wsd for bank.n.Finance.35476 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.167 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3315 | found bank%1:17:02:: , correct is bank%1:17:01::
incorrect wsd for bank.n.Finance.35633 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.168 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3378 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.35739 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.170 | found not found , correct is bank%1:17:01::
incorrect wsd for bank.n.bnc.3479 | found bank%2:35:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.35851 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.173 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3533 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.35900 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.178 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3550 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.38035 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.180 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3877 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.38039 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.182 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.3980 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.38098 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.186 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4082 | found bank%1:17:02:: , correct is bank%1:06:00::
incorrect wsd for bank.n.Finance.38218 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.191 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4163 | found bank%1:21:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.38687 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.196 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4238 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.42298 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.197 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4355 | found bank%1:17:02:: , correct is bank%1:17:01::
incorrect wsd for bank.n.Finance.42485 | found bank%1:21:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.201 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4426 | found bank%1:17:02:: , correct is bank%1:14:01::
incorrect wsd for bank.n.Finance.42601 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.205 | found not found , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4469 | found bank%2:40:02:: , correct is unlisted-sense
incorrect wsd for bank.n.Finance.43286 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.209 | found bank%2:40:01:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4497 | found bank%1:17:02:: , correct is bank%1:17:00::
incorrect wsd for bank.n.Finance.43553 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.210 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4662 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.49584 | found bank%2:40:01:: , correct is bank%1:14:00::
linkup key bank.n.Sports.212 not found in gold standard clean dataset
incorrect wsd for bank.n.bnc.4674 | found bank%2:40:01:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.51819 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.216 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4707 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.52931 | found not found , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.217 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4768 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.53631 | found bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.218 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4779 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.54658 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.219 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4800 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.55099 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
linkup key bank.n.Sports.220 not found in gold standard clean dataset
incorrect wsd for bank.n.bnc.4908 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.55534 | found bank%1:21:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.221 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4932 | found bank%1:17:02:: , correct is bank%1:17:00::
incorrect wsd for bank.n.Finance.55901 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.227 | found not found , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.4938 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.56170 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
linkup key bank.n.Sports.231 not found in gold standard clean dataset
incorrect wsd for bank.n.bnc.5019 | found trust%2:31:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.58544 | found not found , correct is bank%1:14:00::
linkup key bank.n.Sports.234 not found in gold standard clean dataset
incorrect wsd for bank.n.bnc.5039 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.58756 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.241 | found not found , correct is bank%1:17:00::
incorrect wsd for bank.n.bnc.5053 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.59496 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.244 | found depository_financial_institution%1:14:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.5175 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.59870 | found bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.253 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.5187 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.61366 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.256 | found bank%2:40:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.bnc.5310 | found savings_bank%1:06:00:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Finance.61817 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.257 | found bank%2:40:02:: , correct is bank%1:14:00::
correct wsd for bank.n.bnc.5425 bank%1:17:01::
correct 153 | total 1649
incorrect wsd for bank.n.Finance.62774 | found bank%1:17:02:: , correct is bank%1:14:00::
incorrect wsd for bank.n.Sports.258 | found savings_bank%1:06:00:: , correct is unlisted-sense
incorrect wsd for bank.n.bnc.5472 | found bank%1:17:02:: , correct is bank%1:17:00::
incorrect wsd for bank.n.Finance.64317 | found not found , correct is bank%1:14:00::
